                      mean          std        2.5q         25q         50q        75q      97.5q       mc err
v_subj(lc).768      0.1074    0.0824591  -0.0564634   0.0510587    0.108337    0.16404   0.266752   0.00174217
v_subj(lc).769     1.70028     0.108865     1.48123     1.63207     1.70089    1.77445    1.90653   0.00304456
v_subj(lc).770     2.58459     0.133708     2.32721      2.4937     2.58677    2.67911    2.83903    0.0038354
v_subj(lc).771   -0.118365     0.102498   -0.327378    -0.18471   -0.117113 -0.0475124  0.0772115   0.00254318
v_subj(lc).772   0.0293671    0.0995759   -0.172023  -0.0372632   0.0263313   0.101151    0.22203   0.00250181
v_subj(lc).773     2.89347     0.145589     2.61539     2.79385     2.89379    2.99472     3.1741   0.00386299
v_subj(lc).774     2.15935     0.124185     1.91797     2.07194     2.15747    2.24467    2.40402   0.00356226
v_subj(lc).775   0.0207459    0.0929244   -0.157208  -0.0435508    0.017287  0.0829925   0.208163   0.00227625
v_subj(lc).776      1.5475     0.102706     1.34641     1.47948     1.54591    1.61773    1.74472   0.00236273
v_subj(lc).777     2.39515     0.123387     2.16351      2.3105     2.39621    2.47919    2.63252   0.00361903
v_subj(lc).778     1.09931     0.087252    0.928027     1.04082       1.098    1.15784    1.27224    0.0024116
v_subj(lc).779     1.38005    0.0979455      1.1864     1.31741     1.37935    1.44359    1.57731   0.00257309
v_subj(lc).780      2.7317     0.136896     2.46266     2.63706     2.73408     2.8228    3.00359    0.0038742
v_subj(lc).781     1.76646     0.119251     1.53551     1.68667     1.76935    1.84534    1.99018   0.00335932
v_subj(lc).782     1.69768     0.104679     1.49683     1.62455     1.69622    1.76985    1.90042   0.00263946
v_subj(lc).783     2.27676     0.124104     2.03873     2.18985     2.27482    2.35944    2.52529   0.00341762
v_subj(lc).784    0.668607    0.0836258    0.504117     0.61191    0.668416   0.725904   0.832873   0.00193572
v_subj(lv).761     3.12064     0.141761     2.85485     3.02468      3.1196    3.21668    3.40565    0.0040756
v_subj(lv).762     1.35388     0.113215     1.12813     1.27562     1.35237    1.43275    1.57252   0.00303033
v_subj(lv).763    0.276926    0.0969476   0.0836701    0.214748    0.277742   0.343333   0.462584   0.00244833
v_subj(lv).764    0.734601    0.0947654    0.547208    0.670943    0.735135   0.798362   0.913479   0.00236083
v_subj(lv).765     1.41172    0.0874217     1.24495     1.35028      1.4109    1.46915    1.58638   0.00220385
v_subj(lv).766     2.10675     0.114977     1.87583     2.03365     2.10536    2.18167    2.33399   0.00314743
v_subj(lv).767    0.970428    0.0860889    0.795692    0.913589    0.971236    1.02852    1.14089   0.00208122
v_subj(lv).768    0.125311    0.0881243  -0.0465982   0.0653216    0.124268   0.183591   0.304084   0.00201233
v_subj(lv).769      1.2352     0.100556      1.0393     1.17016     1.23241    1.30016    1.43756   0.00272635
v_subj(lv).770     2.46184       0.1439     2.17242     2.36499     2.46876    2.55819    2.73949   0.00382996
v_subj(lv).771   0.0987681    0.0994748  -0.0996675   0.0334672   0.0973174    0.16703   0.290521   0.00235276
v_subj(lv).772  0.00711542    0.0871318    -0.16055  -0.0522146  0.00518167  0.0661535   0.182338   0.00194975
v_subj(lv).773     2.44464     0.134968     2.17281     2.35459     2.44408    2.53546    2.70704    0.0036374
v_subj(lv).774     1.12321     0.103361    0.923014     1.05179     1.12374    1.19237    1.32895   0.00240757
v_subj(lv).775   0.0423015    0.0890965   -0.138867  -0.0161547   0.0439675   0.100945   0.218031   0.00215317
v_subj(lv).776     1.62579     0.102073     1.42894      1.5577     1.62471    1.69331    1.82827   0.00291462
v_subj(lv).777     2.35652     0.132224     2.10912     2.26432     2.35759    2.44514    2.62099   0.00373108
v_subj(lv).778     1.96655     0.101856      1.7621     1.89613     1.96812    2.03649    2.16274    0.0024947
v_subj(lv).779     1.52336     0.106345     1.31705     1.44975     1.52485    1.59622    1.72604    0.0019543
v_subj(lv).780     1.48183     0.111703     1.25868     1.40896     1.48134    1.55877     1.6972   0.00271615
v_subj(lv).781     2.14092     0.133286     1.88513     2.04926     2.14064    2.23172    2.40894   0.00352954
v_subj(lv).782    0.900174    0.0955991    0.711892    0.835633    0.900874   0.962991     1.0933   0.00244778
v_subj(lv).783     2.29365     0.119924     2.06003     2.21216     2.29364    2.37284    2.52805    0.0030193
v_subj(lv).784   0.0741606    0.0947313    -0.11362  0.00966691   0.0758248   0.139252   0.259483   0.00194203
t(hc)             0.128298   0.00685701    0.114893    0.123717    0.128276   0.132883   0.141705  0.000136302
t(hv)             0.131253   0.00701589    0.117611     0.12666    0.131236   0.135871    0.14531  0.000141283
t(lc)             0.139282   0.00722301     0.12539    0.134271    0.139221   0.144019   0.153766  0.000158809
t(lv)             0.136699   0.00709475    0.123282    0.132029     0.13668   0.141514   0.151024  0.000151337
t_std            0.0361115   0.00289806   0.0310858   0.0341151   0.0358799  0.0379505  0.0426669  7.49881e-05
t_subj(hc).761    0.178407  0.000927186    0.176368    0.177827    0.178504   0.179075   0.179984  2.14448e-05
t_subj(hc).762    0.174353   0.00159319    0.170862    0.173323    0.174459   0.175508    0.17712  3.42813e-05
t_subj(hc).763     0.11382   0.00134603    0.111039    0.112935    0.113874   0.114775    0.11627  2.59091e-05
t_subj(hc).764   0.0934063   0.00160249   0.0899776   0.0924143   0.0934969  0.0945666   0.096251  3.84735e-05
t_subj(hc).765    0.126228   0.00157479    0.122816     0.12522    0.126313   0.127337   0.128945  3.48535e-05
t_subj(hc).766    0.117691   0.00129448    0.114856    0.116916    0.117747   0.118602   0.119981  2.93059e-05
t_subj(hc).767    0.113553   0.00189464     0.10962    0.112312    0.113636   0.114909     0.1169  4.44564e-05
t_subj(hc).768   0.0801452   0.00240372   0.0751542   0.0785705    0.080171  0.0819007  0.0844816  5.76893e-05
t_subj(hc).769   0.0940093    0.0013434   0.0911251   0.0931656   0.0941009  0.0949355  0.0964021  2.82451e-05
t_subj(hc).770    0.124499  0.000971282    0.122333    0.123905    0.124561   0.125167   0.126174  2.26243e-05
t_subj(hc).771    0.191024  0.000932856    0.188973    0.190436     0.19111   0.191675   0.192608  2.25602e-05
t_subj(hc).772   0.0927829   0.00133209   0.0898468   0.0919366   0.0928808  0.0937663  0.0950307  3.34289e-05
